1.863883733749389648e+00,4.202122211456298828e+00
1.730829477310180664e+00,4.195258140563964844e+00
1.612775564193725586e+00,4.210340976715087891e+00
1.484978675842285156e+00,4.201053619384765625e+00
1.358850240707397461e+00,4.188186645507812500e+00
1.677013784646987915e-01,4.182716369628906250e+00
6.862927973270416260e-02,4.191792011260986328e+00
-3.420082852244377136e-02,4.168933391571044922e+00
-1.318250745534896851e-01,4.180579662322998047e+00
-2.307930737733840942e-01,4.176155567169189453e+00
-3.288003504276275635e-01,4.178772926330566406e+00
-4.264516234397888184e-01,4.188444137573242188e+00
-5.244396328926086426e-01,4.194570541381835938e+00
-6.224548220634460449e-01,4.185911655426025391e+00
-7.199214100837707520e-01,4.171730995178222656e+00
-8.192318081855773926e-01,4.195307731628417969e+00
-9.170767068862915039e-01,4.185382843017578125e+00
-1.014683127403259277e+00,4.173948764801025391e+00
-1.112061023712158203e+00,4.161074638366699219e+00
-3.151513338088989258e+00,1.655287742614746094e+01
-2.272253274917602539e+00,4.174225807189941406e+00
-2.383278369903564453e+00,4.164638519287109375e+00
-2.499485015869140625e+00,4.162210941314697266e+00
-2.621386528015136719e+00,4.166347026824951172e+00
-2.755609989166259766e+00,4.188166141510009766e+00
-2.881564855575561523e+00,4.187193870544433594e+00
-3.000975608825683594e+00,4.169466495513916016e+00
-3.132686376571655273e+00,4.167653083801269531e+00
-3.272710800170898438e+00,4.172821521759033203e+00
-3.419738292694091797e+00,4.181545257568359375e+00
-3.551975965499877930e+00,4.162462234497070312e+00
-3.698923826217651367e+00,4.158075332641601562e+00
-4.933821201324462891e+00,4.160362243652343750e+00
-5.149025440216064453e+00,4.164968967437744141e+00
-5.366244316101074219e+00,4.161265373229980469e+00
-5.596527576446533203e+00,4.158532142639160156e+00
-5.838997364044189453e+00,4.154920101165771484e+00
-6.106875896453857422e+00,4.159348964691162109e+00
-7.326488971710205078e+00,4.146906375885009766e+00
-7.686381816864013672e+00,4.141313552856445312e+00
-8.091596603393554688e+00,4.144190788269042969e+00
-8.508150100708007812e+00,4.134169578552246094e+00
-1.006687068939208984e+01,4.125670433044433594e+00
-1.070723724365234375e+01,4.124231338500976562e+00
-2.462897109985351562e+01,8.493817329406738281e+00
-1.313035583496093750e+01,4.107933044433593750e+00
-1.539630222320556641e+01,4.091081142425537109e+00
-2.232616043090820312e+01,4.919201850891113281e+00
-2.071518516540527344e+01,4.061985492706298828e+00
-2.570650672912597656e+01,4.458436489105224609e+00
-2.909742355346679688e+01,4.373692512512207031e+00
-2.765995979309082031e+01,-1.586928963661193848e+00
-1.886362838745117188e+01,-1.502210497856140137e+00
-2.384105491638183594e+01,-2.460239887237548828e+00
-2.302993965148925781e+01,-2.907531976699829102e+00
-9.940558433532714844e+00,-1.437678456306457520e+00
-1.660889244079589844e+01,-2.845441341400146484e+00
-7.629650115966796875e+00,-1.424784660339355469e+00
-1.376404953002929688e+01,-3.310639142990112305e+00
-5.694021701812744141e+00,-1.415695667266845703e+00
-5.239426136016845703e+00,-1.408936381340026855e+00
-4.856707096099853516e+00,-1.404142975807189941e+00
-3.589380979537963867e+00,-1.399756908416748047e+00
-3.418289899826049805e+00,-1.402756571769714355e+00
-3.247628688812255859e+00,-1.397949218750000000e+00
-3.096873998641967773e+00,-1.395890951156616211e+00
-2.956244707107543945e+00,-1.392515540122985840e+00
-2.834735631942749023e+00,-1.394092679023742676e+00
-2.717233896255493164e+00,-1.392532825469970703e+00
-2.609604120254516602e+00,-1.392046332359313965e+00
-2.490170955657958984e+00,-1.377998828887939453e+00
-2.403758525848388672e+00,-1.382550001144409180e+00
-2.322255849838256836e+00,-1.387011528015136719e+00
-2.236482143402099609e+00,-1.384227991104125977e+00
-8.834437370300292969e+00,-1.890003395080566406e+01
-1.120803833007812500e+00,-1.367158293724060059e+00
-1.086793661117553711e+00,-1.375015616416931152e+00
-1.047139525413513184e+00,-1.366369724273681641e+00
-1.015848994255065918e+00,-1.379838824272155762e+00
-9.801390171051025391e-01,-1.379277110099792480e+00
-9.441856741905212402e-01,-1.375939726829528809e+00
-9.082982540130615234e-01,-1.370414733886718750e+00
-8.735511898994445801e-01,-1.366890311241149902e+00
-8.359422087669372559e-01,-1.346786022186279297e+00
-8.092339038848876953e-01,-1.379860758781433105e+00
-7.761608362197875977e-01,-1.380691647529602051e+00
-7.419590353965759277e-01,-1.371486663818359375e+00
-7.094525694847106934e-01,-1.371958732604980469e+00
-6.763694286346435547e-01,-1.363992333412170410e+00
-6.445313096046447754e-01,-1.368019223213195801e+00
-6.129306554794311523e-01,-1.380751013755798340e+00
-5.800866484642028809e-01,-1.346256256103515625e+00
-5.483033657073974609e-01,-1.379715323448181152e+00
-5.158927440643310547e-01,-1.383331298828125000e+00
-4.845107495784759521e-01,-1.364418864250183105e+00
-4.504452049732208252e-01,-1.389759898185729980e+00
-4.178721308708190918e-01,-1.387698531150817871e+00
-3.844053745269775391e-01,-1.392248511314392090e+00
-3.550181388854980469e-01,-1.366850256919860840e+00
-3.174740970134735107e-01,-1.394002914428710938e+00
-2.876135110855102539e-01,-1.374399304389953613e+00
-2.509016990661621094e-01,-1.388461947441101074e+00
-2.181461453437805176e-01,-1.382297396659851074e+00
-1.795545220375061035e-01,-1.397231698036193848e+00
-1.502031981945037842e-01,-1.377087712287902832e+00
-1.106646358966827393e-01,-1.390123963356018066e+00
-7.883590459823608398e-02,-1.377600789070129395e+00
-4.595190659165382385e-02,-1.368062734603881836e+00
-6.688120309263467789e-03,-1.374037027359008789e+00
3.196090087294578552e-02,-1.376189231872558594e+00
7.266825437545776367e-02,-1.380896449089050293e+00
1.028922796249389648e-01,-1.361797571182250977e+00
1.502067446708679199e-01,-1.376218318939208984e+00
1.922990083694458008e-01,-1.377706050872802734e+00
2.319713830947875977e-01,-1.372987270355224609e+00
-8.032115101814270020e-01,-1.392473101615905762e+00
-7.468565702438354492e-01,-1.367738723754882812e+00
-7.012495994567871094e-01,-1.358860969543457031e+00
-6.712347269058227539e-01,-1.378935217857360840e+00
-6.236498355865478516e-01,-1.361211895942687988e+00
-5.883156061172485352e-01,-1.367714166641235352e+00
-5.516390800476074219e-01,-1.369882464408874512e+00
-5.113227963447570801e-01,-1.360809206962585449e+00
-4.766798317432403564e-01,-1.364761590957641602e+00
-4.407535791397094727e-01,-1.363573551177978516e+00
-4.054521322250366211e-01,-1.362487196922302246e+00
-3.740460276603698730e-01,-1.373728275299072266e+00
-3.371320366859436035e-01,-1.363203763961791992e+00
-3.058043420314788818e-01,-1.373664736747741699e+00
-2.646306753158569336e-01,-1.335264444351196289e+00
-2.366586178541183472e-01,-1.360277414321899414e+00
-2.025206089019775391e-01,-1.350437045097351074e+00
-1.706411540508270264e-01,-1.352972030639648438e+00
-1.393791735172271729e-01,-1.360859155654907227e+00
-1.064223125576972961e-01,-1.350020647048950195e+00
-7.496120035648345947e-02,-1.354871749877929688e+00
-4.401715844869613647e-02,-1.380499362945556641e+00
-1.152916438877582550e-02,-1.359938383102416992e+00
2.022181637585163116e-02,-1.355327248573303223e+00
5.313774943351745605e-02,-1.386158108711242676e+00
8.416701853275299072e-02,-1.362126469612121582e+00
1.160709932446479797e-01,-1.360496401786804199e+00
1.486275345087051392e-01,-1.364386796951293945e+00
1.815789341926574707e-01,-1.368623256683349609e+00
2.131804227828979492e-01,-1.361655950546264648e+00
2.481464594602584839e-01,-1.373841524124145508e+00
2.776266038417816162e-01,-1.355008006095886230e+00
3.741955995559692383e+00,-1.631263732910156250e+01
3.362254381179809570e+00,-3.858208417892456055e+00
1.374911665916442871e+00,-1.370490550994873047e+00
1.419295907020568848e+00,-1.350028872489929199e+00
1.499139904975891113e+00,-1.360609292984008789e+00
1.566968917846679688e+00,-1.356687903404235840e+00
1.645953059196472168e+00,-1.359021306037902832e+00
1.707303881645202637e+00,-1.343761086463928223e+00
1.784636735916137695e+00,-1.338217616081237793e+00
1.894565463066101074e+00,-1.352579474449157715e+00
1.986307263374328613e+00,-1.349056959152221680e+00
2.085045576095581055e+00,-1.345934391021728516e+00
2.200191020965576172e+00,-1.348407626152038574e+00
2.327679395675659180e+00,-1.352670907974243164e+00
2.448808193206787109e+00,-1.347434043884277344e+00
2.593754529953002930e+00,-1.349121689796447754e+00
2.731984853744506836e+00,-1.340770602226257324e+00
2.200475502014160156e+01,-7.765366077423095703e+00
4.072440624237060547e+00,-1.330854296684265137e+00
4.407962322235107422e+00,-1.327201485633850098e+00
4.820006847381591797e+00,-1.329107403755187988e+00
1.297511577606201172e+01,-3.253240823745727539e+00
6.525999546051025391e+00,-1.315220594406127930e+00
7.370894908905029297e+00,-1.306848049163818359e+00
2.161041259765625000e+01,-3.312047481536865234e+00
9.984260559082031250e+00,-1.291929841041564941e+00
1.209890365600585938e+01,-1.278560519218444824e+00
1.560320758819580078e+01,-1.280584335327148438e+00
5.847090721130371094e+00,-3.423967361450195312e-01
5.706706523895263672e+00,-2.003593444824218750e-01
5.681812763214111328e+00,-6.647107750177383423e-02
5.709619045257568359e+00,6.679565459489822388e-02
5.840627670288085938e+00,2.050604969263076782e-01
2.945139122009277344e+01,4.513764858245849609e+00
2.445146942138671875e+01,4.335204124450683594e+00
2.162785911560058594e+01,4.358778953552246094e+00
3.900110721588134766e+00,8.814333677291870117e-01
3.817120075225830078e+00,9.570630192756652832e-01
3.796681880950927734e+00,1.046927094459533691e+00
3.788467168807983398e+00,1.140676021575927734e+00
3.874814748764038086e+00,1.266270637512207031e+00
1.206455898284912109e+01,4.257519721984863281e+00
2.404631233215332031e+01,9.123868942260742188e+00
9.763563156127929688e+00,4.237065315246582031e+00
9.164636611938476562e+00,4.234615325927734375e+00
1.028777122497558594e+01,5.660748958587646484e+00
7.281501770019531250e+00,4.231456279754638672e+00
6.883960723876953125e+00,4.218898773193359375e+00
6.543501377105712891e+00,4.223946571350097656e+00
2.346437644958496094e+01,1.593649196624755859e+01
5.111714363098144531e+00,4.220610618591308594e+00
4.858039855957031250e+00,4.206109523773193359e+00
4.640689849853515625e+00,4.211857795715332031e+00
4.415685176849365234e+00,4.200181961059570312e+00
4.228778362274169922e+00,4.215179443359375000e+00
4.036662578582763672e+00,4.216495513916015625e+00
3.843036890029907227e+00,4.207008361816406250e+00
2.728855371475219727e+00,4.197654724121093750e+00
2.589398860931396484e+00,4.194725513458251953e+00
2.459056138992309570e+00,4.200348854064941406e+00
2.315698623657226562e+00,4.176612377166748047e+00
2.200832366943359375e+00,4.198126792907714844e+00
2.070255517959594727e+00,4.184270858764648438e+00
1.947903633117675781e+00,4.180275917053222656e+00
1.835416436195373535e+00,4.192361831665039062e+00
1.727292180061340332e+00,4.210886955261230469e+00
1.603124022483825684e+00,4.184410095214843750e+00
1.490764260292053223e+00,4.181420326232910156e+00
1.387415289878845215e+00,4.199657917022705078e+00
4.366990566253662109e+00,1.433642196655273438e+01
1.600280702114105225e-01,4.174499034881591797e+00
6.271933019161224365e-02,4.203603267669677734e+00
-3.548601642251014709e-02,4.185864448547363281e+00
-1.326265335083007812e-01,4.159549713134765625e+00
-2.313877493143081665e-01,4.182182788848876953e+00
-3.303095102310180664e-01,4.190149307250976562e+00
-4.261974394321441650e-01,4.161277294158935547e+00
-5.266405344009399414e-01,4.175608634948730469e+00
-6.260415911674499512e-01,4.174540042877197266e+00
-7.274087667465209961e-01,4.181037425994873047e+00
-8.256502151489257812e-01,4.166040420532226562e+00
-9.299211502075195312e-01,4.177182674407958984e+00
-1.030654430389404297e+00,4.167485237121582031e+00
-1.137930393218994141e+00,4.179185867309570312e+00
-7.330659866333007812e+00,2.463406753540039062e+01
-2.472590208053588867e+00,4.528122901916503906e+00
-2.405138969421386719e+00,4.169626712799072266e+00
